Cart Position,Cart Velocity,Pole Angle,Pole Angular Velocity
0.12016930030973991,0.18810907502737756,0.007000929527435452,0.08094945682233062
-0.01991758138944899,0.0031670771372487028,-0.003935792802250849,0.002226672262434559
-0.05982336695491095,0.1884675575223328,0.017367757082948528,-0.30599055181887846
-0.15283676444692187,0.15529680805394655,0.006483128588238787,-0.31566314541482154
0.15769213421239595,0.19739205362898507,0.0020065637879929346,-0.16548111674675525
-0.05772991426036866,0.15468019246937736,0.004433781499965253,-0.30205431108965575
0.8976937752741797,0.7526504275431152,0.045945296888274555,0.006498587670130396
-0.3400417129566255,0.023191330434474244,0.0014656804185638295,-0.24838269725366469
0.8871726243067695,0.9584174195076485,0.07933849543377279,-0.16325180941824785
-0.05996426834265546,0.1848262134713153,0.007536110103495441,-0.2323859960834263
-0.06818149972723198,0.1512269410212581,0.033626521306391446,-0.18116099320685575
0.03077695785754531,0.01830270189518729,-0.01158116388470403,0.0005958302898135814
-0.09235272559225667,0.15475982896651155,0.0028317089730963045,-0.303807917190525
0.685438534745189,0.8978688428469663,0.022733385882670997,-0.18759794167289
-0.4011184630635103,-0.12314264943681291,-0.0286906029297331,-0.2523278285163394
0.0355714109254014,0.19195818651832852,-0.0009838824129534565,-0.23068465093514823
-0.09447437322886154,-0.017235220691349945,-0.004404869576158873,-0.038076496330718024
0.09049635553963488,0.1487424403027952,0.016267559424647124,0.13667220214523962
-0.026787934878491102,-0.14503012658005665,-0.03171676945571782,0.23072890409793562
-0.051410898630212774,-0.005807480297507384,0.008260832423508134,-0.03192782221990342
0.16892535368893327,0.2123332290566075,0.0032347972107608803,-0.22483229296128443
-0.04722911065521936,-0.3452138574037493,-0.02017612257231064,0.4940510956252034
0.4554249800294916,0.39259324974620957,0.025597577648582608,0.20259577393481082
1.0432771808386547,0.7530129121358367,0.09116607099686741,0.3581932373515293
0.12441491724730602,-0.17182577650228764,-0.0014915808188027606,0.31929619616382715
0.04675367636998586,0.20903196439895777,0.00393571460704535,-0.22783895672483861
-0.04402943052698385,-0.008112765643110226,-0.0030692825286701407,0.018927117798527238
0.2855595474507464,0.3990123925166077,0.020460653174652205,0.06094567434805298
1.2499589756379936,1.2640084241820713,0.12002558444772311,0.04372378491178208
-0.18893800226043622,-0.17196436360884548,-0.0003577658465260831,0.04504484170894557
-0.06702502463190282,-0.23601918478882808,0.030684494448097316,0.33831719247035397
-0.30029043683568585,-0.17996526464935222,-0.0037329502889024415,-0.08256371227318893
1.076933722240534,1.0895698334544521,0.06495386524806307,-0.24913590401631985
0.9962586721243057,0.9290122806584342,0.07661913563738083,0.005416678436280797
-0.3680678358174959,-0.3206382773073262,-0.02122254850906981,0.0928278578052068
0.0667496166364177,-0.025611767897965793,-0.002594411650426026,0.1121289199523699
0.009264054214846659,-0.004403636098335162,-0.009834131877177773,0.04062700442271988
0.07833272341430392,-0.14967489478770207,-0.02729590748630965,0.08575209515862803
1.138352713977735,0.89185477630689,0.057039924833892156,0.10148602197310252
-0.6419577707806576,-0.3890032222314761,-0.03439740622141984,-0.23457306576916243
-0.379578355092325,0.022523288801085728,-0.004936520003674854,-0.23364479727654602
0.15838874909805353,-0.0018452506155040294,0.012427761322799883,0.20029842679708632
0.07698792141295605,0.5180491774534419,0.043027805750195366,-0.25000189860554256
-0.15245735149902934,-0.19593365706355226,-0.021405575105208928,-0.0685188189606028
-0.015449285950077989,-0.011607096200582201,-0.00799537430225698,0.08923876155052873
0.06419449524500156,0.16954359433390706,0.008485047643057657,-0.18129997862121394
0.10049661997451459,-0.0016936511707088264,0.0073728505154293175,0.17195881586935302
0.21928108695831874,0.2154844749980083,0.005815942496104478,0.10671320740183493
-0.041870162179372686,0.15203353575647002,0.029041243857086774,-0.19372288587569209
0.04721225054133933,0.15210573833073565,0.05389207051556004,0.21747870319920487
0.021054256482325406,0.2035041091922371,0.03523725452905703,-0.3005340091909044
-0.02735095009890112,0.16199306730411295,0.018829520383673765,-0.23300151843465078
0.19451779567330427,-0.17849049452475044,0.0009479184295857483,0.37332689433587724
0.589181852523021,0.5431005177106589,0.0734699731554131,0.08831148976251851
-0.03881710119066854,-0.008328027175836666,-0.00196846222388029,0.023675803120847716
0.740511670885584,0.6870246841556853,0.05212702029672445,0.034405128006716024
-1.0732301717779371,-0.37578090238375084,0.0022826910345080803,-0.11277884426685558
0.2391223242462833,0.39294930417145824,0.040310100257593906,-0.08197299431970118
0.33816132209998306,0.17833863420010646,0.028726128717635777,0.23721665841211792
-0.025716019062024368,0.23048127393176746,0.007829459726532175,-0.1708284568740714
-1.0631531953351443,-0.6759737421888109,-0.03494506714644261,-0.09195171958808535
